Conversation_No	Utterance_Index	Speaker	Intent	Text	qid	scenario	question	ground_truth	student_incorrect_solution	student_profile	teacher_described_confusion	self-correctness	self-typical-confusion	self-typical-interactions
59	8	Student		It would cost Ken $360 for 2 days to rent the sailboat ($180 x 2 days).	5000496	2	It will cost $60 to rent a sailboat and $80 per hour to rent a ski boat. Ken rented a sailboat while Aldrich rented a ski boat. How much more did it cost Aldrich to rent the ski boat than Ken to rent a sailboat for three hours a day in two days?	"Ken paid $60 x 3 = $180 to rent a sailboat for 3 hours in a day
Aldrich paid $80 x 3 = $240 to rent a ski boat in 3 hours in a day.
So Aldrich paid $240 - $180 = $60 more to rent a ski boat than Ken to rent the sailboat each day.
Therefore, it cost Aldrich $60 x 2 = $120 more to rent a ski boat than Ken to rent the sailboat in two days.
 120"	"Ken rented a sailboat for 3 hours x 2 days = 6 hours in total.
Ken paid $60 x 2 = $120 for both days to rent a sailboat.
Aldrich rented a ski boat for 3 hours x 2 days = 6 hours in total.
Aldrich paid $80 x 6 = $480 for both days to rent a ski boat.
It cost Aldrich $480 - $120 = $360 more to rent a ski boat than Ken to rent a sailboat.
 360"	Claire is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.	Calculation Error on Ken's cost	Yes	4.0	4.0
59	9	Teacher	focus	Use the same method you just used to calculate Kens 2 day cost to calculate what it would cost Aldrich to rent a ski boat for 2 days.	5000496	2	It will cost $60 to rent a sailboat and $80 per hour to rent a ski boat. Ken rented a sailboat while Aldrich rented a ski boat. How much more did it cost Aldrich to rent the ski boat than Ken to rent a sailboat for three hours a day in two days?	"Ken paid $60 x 3 = $180 to rent a sailboat for 3 hours in a day
Aldrich paid $80 x 3 = $240 to rent a ski boat in 3 hours in a day.
So Aldrich paid $240 - $180 = $60 more to rent a ski boat than Ken to rent the sailboat each day.
Therefore, it cost Aldrich $60 x 2 = $120 more to rent a ski boat than Ken to rent the sailboat in two days.
 120"	"Ken rented a sailboat for 3 hours x 2 days = 6 hours in total.
Ken paid $60 x 2 = $120 for both days to rent a sailboat.
Aldrich rented a ski boat for 3 hours x 2 days = 6 hours in total.
Aldrich paid $80 x 6 = $480 for both days to rent a ski boat.
It cost Aldrich $480 - $120 = $360 more to rent a ski boat than Ken to rent a sailboat.
 360"	Claire is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.	Calculation Error on Ken's cost	Yes	4.0	4.0
59	10	Student		It would cost Aldrich $480 for 2 days to rent a ski boat ($80 x 6 hours).	5000496	2	It will cost $60 to rent a sailboat and $80 per hour to rent a ski boat. Ken rented a sailboat while Aldrich rented a ski boat. How much more did it cost Aldrich to rent the ski boat than Ken to rent a sailboat for three hours a day in two days?	"Ken paid $60 x 3 = $180 to rent a sailboat for 3 hours in a day
Aldrich paid $80 x 3 = $240 to rent a ski boat in 3 hours in a day.
So Aldrich paid $240 - $180 = $60 more to rent a ski boat than Ken to rent the sailboat each day.
Therefore, it cost Aldrich $60 x 2 = $120 more to rent a ski boat than Ken to rent the sailboat in two days.
 120"	"Ken rented a sailboat for 3 hours x 2 days = 6 hours in total.
Ken paid $60 x 2 = $120 for both days to rent a sailboat.
Aldrich rented a ski boat for 3 hours x 2 days = 6 hours in total.
Aldrich paid $80 x 6 = $480 for both days to rent a ski boat.
It cost Aldrich $480 - $120 = $360 more to rent a ski boat than Ken to rent a sailboat.
 360"	Claire is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.	Calculation Error on Ken's cost	Yes	4.0	4.0
59	11	Teacher	probing	How much more did it cost Aldrich than Ken for the 2 days?	5000496	2	It will cost $60 to rent a sailboat and $80 per hour to rent a ski boat. Ken rented a sailboat while Aldrich rented a ski boat. How much more did it cost Aldrich to rent the ski boat than Ken to rent a sailboat for three hours a day in two days?	"Ken paid $60 x 3 = $180 to rent a sailboat for 3 hours in a day
Aldrich paid $80 x 3 = $240 to rent a ski boat in 3 hours in a day.
So Aldrich paid $240 - $180 = $60 more to rent a ski boat than Ken to rent the sailboat each day.
Therefore, it cost Aldrich $60 x 2 = $120 more to rent a ski boat than Ken to rent the sailboat in two days.
 120"	"Ken rented a sailboat for 3 hours x 2 days = 6 hours in total.
Ken paid $60 x 2 = $120 for both days to rent a sailboat.
Aldrich rented a ski boat for 3 hours x 2 days = 6 hours in total.
Aldrich paid $80 x 6 = $480 for both days to rent a ski boat.
It cost Aldrich $480 - $120 = $360 more to rent a ski boat than Ken to rent a sailboat.
 360"	Claire is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.	Calculation Error on Ken's cost	Yes	4.0	4.0
59	12	Student		It cost Aldrich $480 - $360 = $120 more to rent a ski boat than Ken to rent a sailboat for two days.	5000496	2	It will cost $60 to rent a sailboat and $80 per hour to rent a ski boat. Ken rented a sailboat while Aldrich rented a ski boat. How much more did it cost Aldrich to rent the ski boat than Ken to rent a sailboat for three hours a day in two days?	"Ken paid $60 x 3 = $180 to rent a sailboat for 3 hours in a day
Aldrich paid $80 x 3 = $240 to rent a ski boat in 3 hours in a day.
So Aldrich paid $240 - $180 = $60 more to rent a ski boat than Ken to rent the sailboat each day.
Therefore, it cost Aldrich $60 x 2 = $120 more to rent a ski boat than Ken to rent the sailboat in two days.
 120"	"Ken rented a sailboat for 3 hours x 2 days = 6 hours in total.
Ken paid $60 x 2 = $120 for both days to rent a sailboat.
Aldrich rented a ski boat for 3 hours x 2 days = 6 hours in total.
Aldrich paid $80 x 6 = $480 for both days to rent a ski boat.
It cost Aldrich $480 - $120 = $360 more to rent a ski boat than Ken to rent a sailboat.
 360"	Claire is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.	Calculation Error on Ken's cost	Yes	4.0	4.0
59	13	Teacher	generic	Good, Thats correct.	5000496	2	It will cost $60 to rent a sailboat and $80 per hour to rent a ski boat. Ken rented a sailboat while Aldrich rented a ski boat. How much more did it cost Aldrich to rent the ski boat than Ken to rent a sailboat for three hours a day in two days?	"Ken paid $60 x 3 = $180 to rent a sailboat for 3 hours in a day
Aldrich paid $80 x 3 = $240 to rent a ski boat in 3 hours in a day.
So Aldrich paid $240 - $180 = $60 more to rent a ski boat than Ken to rent the sailboat each day.
Therefore, it cost Aldrich $60 x 2 = $120 more to rent a ski boat than Ken to rent the sailboat in two days.
 120"	"Ken rented a sailboat for 3 hours x 2 days = 6 hours in total.
Ken paid $60 x 2 = $120 for both days to rent a sailboat.
Aldrich rented a ski boat for 3 hours x 2 days = 6 hours in total.
Aldrich paid $80 x 6 = $480 for both days to rent a ski boat.
It cost Aldrich $480 - $120 = $360 more to rent a ski boat than Ken to rent a sailboat.
 360"	Claire is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.	Calculation Error on Ken's cost	Yes	4.0	4.0
68	0	Teacher	generic	Hi Lakisha, canyou explain your workings?	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	1	Student		Sure. I started by letting x be the number of cats Frankie has. Then I knew that he had x+6 snakes and x-1 parrots. Since six of his pets have four legs, I assumed that those were the two dogs and four cats. So, I set up the equation 4 = x + 2, which then gave me x = 2. This meant that Frankie had 2 cats, 8 snakes (2+6), and 1 parrot (2-1). Adding these together, I got a total of 13 pets.	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	2	Teacher	focus	Going back to the question, how many pets have 4 legs and how many of these are dogs?	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	3	Student		Six of his pets have four legs, which means two of them are dogs and four of them are cats.	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	4	Teacher	focus	Good.	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	5	Teacher	focus	so if you decided to let x be the number of cats Frankie has, can you spot your mistake?	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	6	Student		Yes, I realized that I should have let x be the number of pets with four legs, instead of the number of cats. That way, I would have known that Frankie had 2 dogs and 4 cats, and I wouldn't have needed to set up the equation.	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	7	Teacher	focus	Knowing he has 4 cats, can you try again and solve the equation anew?	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	8	Student		Sure. If Frankie has 4 cats, then he has 4+6 = 10 snakes and 4-1 = 3 parrots. So, he has a total of 4+10+3+2 = 19 pets.	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
68	9	Teacher	generic	Perfect.	5000336	5	Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?	"He has 6 - 2 = 4 cats.
He has 4 - 1 = 3 parrots.
He has 4 + 6 = 10 snakes.
He has a total of 2 + 4 + 3 + 10 = 19 pets.
 19"	"Let x be the number of cats Frankie has.
Then he has x+6 snakes and x-1 parrots.
Six of his pets have 4 legs, which means they are the 2 dogs and 4 cats.
So, 4 = x + 2
Therefore, x = 2
Frankie has 2 cats, 2+6 = 8 snakes, and 2-1 = 1 parrot.
So, he has a total of 2+8+1+2 = 13 pets.
 13"	Lakisha is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.	Student miscalculated the number of cats	Yes	4.0	4.0
72	0	Teacher	telling	Hello, your first step seems logical, but we have to include Ben in the calculation too.	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	1	Student		Oh right, Ben needs to eat too! So, Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total and Ben needs 1 slice. So, they need to order 24 + 1 = 25 slices of pizza in total. The small pizza has 8 slices, so they need to order 25/8 = 3.125 small pizzas. The small pizzas have a total of 3 x 8 = 24 slices. They still need 25 - 24 = 1 slices from the large pizzas. Since the large pizza has 14 slices, they need to order 1/14 = 0.0714 large pizzas. They will need to round up to 1 large pizza	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	2	Teacher	telling	The question assumes Ben eats the same amount as his brothers.	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	3	Student		Oh, that makes sense. So, Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total. The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas. The small pizzas have a total of 3 x 8 = 24 slices. They still need 24 - 24 = 0 slices from the large pizzas. Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas. 0	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	4	Teacher	focus	Lets break this down.	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	5	Teacher	focus	If Ben also needs 12 slices, how many slices in total do they need?	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	6	Student		Ben's two brothers need 2 x 12 = 24 slices of pizza in total and Ben needs 12 slices. So, they need to order 24 + 12 = 36 slices of pizza in total. The small pizza has 8 slices, so they need to order 36/8 = 4.5 small pizzas. The small pizzas have a total of 4 x 8 = 32 slices. They still need 36 - 32 = 4 slices from the large pizzas. Since the large pizza has 14 slices, they need to order 4/14 = 0.2857 large pizzas. They will need to round up to 1 large pizza	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	7	Teacher	telling	Perfect, first step.	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	8	Teacher	telling	Now the question assumes they will only be ordering 1 small pizza.	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	9	Student		Oh, okay. So, Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total. The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas. The small pizzas have a total of 3 x 8 = 24 slices. They still need 24 - 24 = 0 slices from the large pizzas. Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas. 0	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	10	Teacher	generic	You had the total number of slices correct previously at 36.	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
72	11	Teacher	generic	Now they can only order 1 small pizza and the rest must be made up of large pizzas.	5000522	1	Ben has two brothers. They can each eat 12 slices of pizza. They are ordering pizza for the night and want to make sure they get enough. The large pizzas have 14 slices and the small pizzas have 8. If they order 1 small pizza, how many large pizzas do they need to order?	"They need 36 slices because 3 x 12 = 36
After ordering the small, they need 28 slices because 36 -8 = 28
They need 2 large pizzas because 28 / 14 = 2
 2"	"Ben's two brothers can eat 2 x 12 = 24 slices of pizza in total.
The small pizza has 8 slices, so they need to order 24/8 = 3 small pizzas.
The small pizzas have a total of 3 x 8 = 24 slices.
They still need 24 - 24 = 0 slices from the large pizzas.
Since the large pizza has 14 slices, they need to order 0/14 = 0 large pizzas.
 0"	Brenda is a 7th grade student. She struggle most with understanding what the problem is asking them to do.	The student misunderstood the question in 2 areas	Yes	2.0	2.0
